post_id;user_id;username;url;date_of_post;caption;hashtags;mentions;partner;like_count;comment_count
2.13371766286677E+018;6531734;rachparcell;https://instagram.com/p/B2cfOjSJnns/;2019-09-16 20:58:48;Lots of pink today! **My @rachelparcell custom snake skin print skirt, sweater, belt and heart earrings will be available to shop first thing Wednesday morning @nordstrom (12am PST)!! 💗 #myrpdress #nordstrom #mommyandme #pink #snakeskin;myrpdress,nordstrom,mommyandme,pink,snakeskin;rachelparcell,nordstrom;;30322;414
2.13312468054748E+018;6531734;rachparcell;https://instagram.com/p/B2aYZhdpq98/;2019-09-15 00:45:00;When your hubby surprises you with tickets to @carrieunderwood!! 💃🏻👏🏼💛 #datenight #ysl #chanelbag #zimmermann;datenight,ysl,chanelbag,zimmermann;carrieunderwood;;21475;213
2.13297130988252E+018;6531734;rachparcell;https://instagram.com/p/B2Z1hr5paTJ/;2019-09-14 19:40:17;Leopard love! Going to shower my little sis @meglskalla with love and presents this morning! Let the wedding festivities begin!! 💗 #bridalshower #mommyandme #leopardprint #shopbop (bow gifted);bridalshower,mommyandme,leopardprint,shopbop;meglskalla;;15043;127
2.13212664346954E+018;6531734;rachparcell;https://instagram.com/p/B2W1eLAJdtk/;2019-09-13 15:42:05;Our fall porch scape I decorated two years ago! Getting excited to decorate our porch for our new home this year!! Give me all pumpkins and mums!! 🍁🦇🎃 #fallporch #falldecor #frontporchdecor #halloweenporch;fallporch,falldecor,frontporchdecor,halloweenporch;;;31430;360
2.131811602258E+018;6531734;rachparcell;https://instagram.com/p/B2Vt1uApPix/;2019-09-13 05:16:09;Parking lot pic at the @floridageorgialine and @danandshay concert tonight! Both beyond amazing!!! ✨🖤 #concertlook #country #ysl;concertlook,country,ysl;floridageorgialine,danandshay;;12412;122
2.13070777732545E+018;6531734;rachparcell;https://instagram.com/p/B2Ry287pVIy/;2019-09-11 16:43:03;Our entryway during construction and after>>>! To see more of the evolution go to @drewparcell’s Ig stories!! Perks of being married to a general contractor. 😘💗 #entryway #homeconstruction #customhome #interiordesign #beforeandafter;entryway,homeconstruction,customhome,interiordesign,beforeandafter;drewparcell’s;;21577;300
2.1300473456151E+018;6531734;rachparcell;https://instagram.com/p/B2PcsZ-Juyt/;2019-09-10 18:50:54;Sleek black with a pop of leopard for meetings today with the RP team! My pants are coming 9/18!! 🖤🐆 #myrpdress #leopard #fallstyle;myrpdress,leopard,fallstyle;;;18459;273
2.12936539835651E+018;6531734;rachparcell;https://instagram.com/p/B2NBoxGDDnh/;2019-09-09 20:15:59;I am beyond thrilled to announce our next @rachelparcell collection is launching on September, 18th @nordstrom!! We have a new category coming and SOOoOooo many beautiful silhouettes and prints. It’s our best collection yet!! Ahh can’t wait for you ladies to shop!!! 🍁🍂🖤 #myrpdress #nordstrom #falldress #ltkdress #rachelparcell;myrpdress,nordstrom,falldress,ltkdress,rachelparcell;rachelparcell,nordstrom;;21073;460
2.12868766378484E+018;6531734;rachparcell;https://instagram.com/p/B2KniblptX2/;2019-09-08 21:49:27;Sunday best!! 💗 #mommyandme #selfportrait #familyfashion #sundaybest;mommyandme,selfportrait,familyfashion,sundaybest;;;21294;265
2.12737068139528E+018;6531734;rachparcell;https://instagram.com/p/B2F8F0KJYN_/;2019-09-07 02:12:52;Dinner and movie with our little fam! 💛🖤 #datenight #ysl #saintlaurentbag #leopard;datenight,ysl,saintlaurentbag,leopard;;;15882;164
2.1270775240572E+018;6531734;rachparcell;https://instagram.com/p/B2E5b0HJYeU/;2019-09-06 16:30:23;Throwback to one of our 2018 photoshoots for @rachelparcell collection. We have an exciting announcement coming Monday so be sure to subscribe to our newsletter!! Also...baby Isla Rose 😍 and my jet black hair... 😱 Do you like it lighter or darker? 💗 #momlife #mommyandme #workingmom #myrpdress;momlife,mommyandme,workingmom,myrpdress;rachelparcell;;14784;342
2.1265923541412E+018;6531734;rachparcell;https://instagram.com/p/B2DLHqapc1l/;2019-09-06 00:32:56;;;;;14317;347
2.12595486837735E+018;6531734;rachparcell;https://instagram.com/p/B2A6LBiJN_8/;2019-09-05 03:19:53;The Workin’ Man!!! Jackson always tells me...”Mama I’m a Workin’ Man” he watches his dad and grandpas working construction and there’s nothing more he loves than to go to the job sites!! He picked the theme of his party and I was pretty excited to plan it because his first and second birthday we were in the middle of moves. We had so much fun celebrating this sweet guy!! 💛🖤🧡 #birthdayparty #constructionparty #toddlerparty;birthdayparty,constructionparty,toddlerparty;;;41122;471
2.12565627860197E+018;6531734;rachparcell;https://instagram.com/p/B1_2R-Ipjft/;2019-09-04 17:26:37;THREE years old today!!! 😭😍 Happy birthday to my handsome, kind, loving and sweetest bear. Those big brown eyes and his smile get me every time. He has the biggest heart and gives his mama the best, tightest hugs. So beyond blessed to be your mama, love you my Jackson!!! 💙 #birthdayboy #3yearsold;birthdayboy,3yearsold;;;18531;210
2.12517078962529E+018;6531734;rachparcell;https://instagram.com/p/B1-H5LSpuWZ/;2019-09-04 01:22:02;Exactly how I feel on the inside when I’m wearing leopard. 🐆⭐️ This little love is sassy and sweet!  #minifashionista #leopardprint #kidsfashion (tee gifted);minifashionista,leopardprint,kidsfashion;;;31604;453
2.12450930917092E+018;6531734;rachparcell;https://instagram.com/p/B17xfXnJKYD/;2019-09-03 03:27:48;Dreamy summer night. ✨ Hope you all had a wonderful Labor Day spent with those you love most!! 💗 #backyarddesign #outdoorliving #poolhouse #exteriordesign (dining set gifted);backyarddesign,outdoorliving,poolhouse,exteriordesign;;;19824;115
2.12438982646072E+018;6531734;rachparcell;https://instagram.com/p/B17WUqqpRPt/;2019-09-02 23:30:24;Family razor ride up and over the mountain for some lunch!! 💛 #family #mountainlife #beautahful;family,mountainlife,beautahful;;;11725;61
2.12366220143834E+018;6531734;rachparcell;https://instagram.com/p/B14w4VDp_E4/;2019-09-01 23:24:45;Today’s look for church. Swipe to see my handsome Bear!!😭😍❤️ #mommyandme #floralskirt #momstyle #jimmychoo;mommyandme,floralskirt,momstyle,jimmychoo;;;17368;158
2.12354263378485E+018;6531734;rachparcell;https://instagram.com/p/B14VsZAJK3F/;2019-09-01 19:27:43;Two cuties all dressed and ready for church. Happy Sunday! 💛 #sundaybest #cuties (dress and shoes gifted);sundaybest,cuties;;;23509;200
2.12274159241174E+018;6531734;rachparcell;https://instagram.com/p/B11fjtFpivd/;2019-08-31 17:04:12;Saturday morning workout look! I did arms and abs and then to finish it off, a challenge to spike my heart rate! Here’s the challenge you can try at home: 15 burpees>>15 squat jumps>>40 mountain climbers>>10 tuck jumps>> (repeat1-3x). And of course had my protein green drink after, recipe on my blog! ❤️💗 #workoutlook #apl #carbon38 #fitmom;workoutlook,apl,carbon38,fitmom;;;12317;124
2.12211143929809E+018;6531734;rachparcell;https://instagram.com/p/B1zQRxRJ9hN/;2019-08-30 20:03:40;Cute and casual transitional look! I can already feel the seasons shifting...💛 Full look from @nordstrom! #ad #nordstrom http://liketk.it/2Eym7 #liketkit @liketoknow.it;ad,nordstrom,liketkit;nordstrom,liketoknow;;8591;80
2.12161573744263E+018;6531734;rachparcell;https://instagram.com/p/B1xfkW8JXQe/;2019-08-30 03:38:47;Heading to the first football game of the season- although I’m not as excited since my sis @meglskalla isn’t dancing on the field anymore. I just watched her the entire time, her #1 fan girl! 😘👏🏼🏈💙 #BYU #footballseason #apl;1,byu,footballseason,apl;meglskalla;;12672;75
2.12146688060395E+018;6531734;rachparcell;https://instagram.com/p/B1w9uNNJ3qb/;2019-08-29 22:43:02;Two of my favorite things...Peonies and my @senreve carry-all bag!! #senrevepartner #sponsored #pinkpeonies;senrevepartner,sponsored,pinkpeonies;senreve;;13933;156
2.12088784437042E+018;6531734;rachparcell;https://instagram.com/p/B1u6EHsJKPS/;2019-08-29 03:32:36;Spent the day with @drewparcell celebrating our nine year wedding anniversary. So glad I married my best friend, and someone who is always making me laugh. Love you honey!! Also pulled out a few new @rachelparcell collection September pieces for the night!! 💗 #myrpdress #anniversary #datenight #chanel;myrpdress,anniversary,datenight,chanel;drewparcell,rachelparcell;;18111;207
2.12012112200071E+018;6531734;rachparcell;https://instagram.com/p/B1sLu11p6Yi/;2019-08-28 02:09:15;Heading out to dinner with some of our friends tonight!! #florallover #pink #shopbop #dinnerdate;florallover,pink,shopbop,dinnerdate;;;18090;181
2.11939330220294E+018;6531734;rachparcell;https://instagram.com/p/B1pmPq1Jfdz/;2019-08-27 02:03:12;Taking the rest of the day to relax after our IUI. Thank you so much to everyone who has reached out sending love and prayers. I am so grateful. I’ve loved connecting with SOOO many other women who are currently going through something similar or who have been where I am, some with even more invasive and emotional treatments. I can’t even tell you how comforting it is to feel understood, supported and know I’m not alone. It’s something that’s completely out of my control and the hardest part has been trying explain to Isla Rose why there’s still an empty bedroom with a crib in it and why she doesn’t have a baby yet. Now the waiting game begins. Thank you again for all your kind and encouraging messages. 🙏🏼💛 #werereadyforyoubaby #iui #secondaryinfertility;werereadyforyoubaby,iui,secondaryinfertility;;;36979;891
2.11850699392607E+018;6531734;rachparcell;https://instagram.com/p/B1mcuL7JNvb/;2019-08-25 20:42:16;Today’s Sunday best. This morning was a little crazy, had to get the whole family ready and out the door in time for a doctors appointment then straight to church so I could teach my cute primary class. We’re doing our first IUI tomorrow 🙏🏼 send baby dust our way. ✨ #sundaybest #myrpdress #mommyandme;sundaybest,myrpdress,mommyandme;;;25871;404
2.11708205475706E+018;6531734;rachparcell;https://instagram.com/p/B1hYul6Jh5n/;2019-08-23 21:31:12;Trying to soak up the last bit of summer in my mix and match suits from @summersalt! I’m loving the skirt and short options they have to pair with all of their cute suits! Use my code RACHPARCELL10 for $10 towards your purchase! #gosummersalt #sponsored;gosummersalt,sponsored;summersalt;;9958;93
2.11688547618423E+018;6531734;rachparcell;https://instagram.com/p/B1gsB_2JRSt/;2019-08-23 15:00:36;Sweetest school girl. She said ‘mom take a picture of me with my pack pack’ 😂😍💗 #backtoschool #zara #nordstrom (backpack and bow gifted);backtoschool,zara,nordstrom;;;33898;426
2.11640214365862E+018;6531734;rachparcell;https://instagram.com/p/B1e-IlWpcTq/;2019-08-22 23:00:18;The scent of IDÔLE is making me feel like I can hold on to the last bit of summer forever 🌸 Also, how beautiful is this thin bottle?! #IDOLEBYLANCOME  #LancomePartner;idolebylancome,lancomepartner;;lancomeofficial;7328;125
2.11626261427254E+018;6531734;rachparcell;https://instagram.com/p/B1eeaKfJ4Do/;2019-08-22 18:28:35;Leopard love for my morning workout look. I set my alarm for an hour before I knew my babies would wake so I could get my workout in. It was killer but only took me 30 minutes to complete!! Don’t over complicate setting a goal you want to achieve. Make sure it’s realistic, understand it will take time but if you stay consistent you will be successful. “The key to your success lies in your daily routine”!! One of my most asked questions is about how I established a fitness routine. After I had Jackson I got to a point that I knew I needed to get my body moving. I hadn’t worked out in years and I was feeling it mentally and physically. I wish I had a magic answer for you but getting into a routine takes mental dedication, time and consistency. How I did it... I mentally made the decision to start working out, I dragged my booty out of bed first thing in the morning and did an at home workout in my backyard. I didn’t have a mat and I think I had 3 pound hand weights. 😂 The next morning I forced myself to do it again, and again and again. It was hard at first but now I crave my workouts and if I miss a morning I can totally feel it from my energy levels. It’s my therapy. Hope this helps some of you mamas who have DM’d me about this! 💗🖤 #momfitness #carbon38 #apl #leopard;momfitness,carbon38,apl,leopard;;;18293;295
2.11564295175052E+018;6531734;rachparcell;https://instagram.com/p/B1cRg4ypgAu/;2019-08-21 21:51:58;Another room tour is up on my blog!! Step inside our laundry/craft/work room designed by @alicelaneinteriors and built by my amazing hubby @drewparcell...Link in bio!! 💗 (design and furniture discounted) #parcellhomexalicelane #laundryroom #homedecor #interiordesign #craftroom;parcellhomexalicelane,laundryroom,homedecor,interiordesign,craftroom;alicelaneinteriors,drewparcell;;16294;310
2.11432662899083E+018;6531734;rachparcell;https://instagram.com/p/B1XmN3sJdAl/;2019-08-20 02:16:38;We wanted our backyard to feel like and extension of our home...head to the link in my bio for a tour of our backyard!! Our beautiful patio furniture from @frontgate #gifted 💛 #backyard #outdoorliving #pooldesign;gifted,backyard,outdoorliving,pooldesign;frontgate;;38966;685
2.11400776068669E+018;6531734;rachparcell;https://instagram.com/p/B1WdtucJiCH/;2019-08-19 15:43:05;I’m sobbing. 😭 My mama heart is so proud of my babies. Isla Rose was giving Bear pep talks all morning about how much he’s going to love preschool! They were SO excited this morning but I was crying on the inside, they’re growing up too fast!! Love my Isla Rose and Jackson Bear!! ❤️❤️ #proudmama #firstdayofschool;proudmama,firstdayofschool;;;43589;514
2.11366054185693E+018;6531734;rachparcell;https://instagram.com/p/B1VOxBtJF2H/;2019-08-19 04:13:14;Happy to be home! This handsome boy starts preschool tomorrow...😭😭😭 #slowdown #dasherboy #bestpup;slowdown,dasherboy,bestpup;;;20558;139
2.11342593445262E+018;6531734;rachparcell;https://instagram.com/p/B1UZbCiJYs2/;2019-08-18 20:27:07;Pink ladies!! 🌸✨ Link in bio to shop my dress! #sundaybest #myrpdress #mommyandme #pink;sundaybest,myrpdress,mommyandme,pink;;;18814;254
2.11188239603471E+018;6531734;rachparcell;https://instagram.com/p/B1O6dmXDLS_/;2019-08-16 17:20:23;You’re my my My...LOVER!!! 🎶Forever and ever🎶 Caption inspired by TSwift. 💙 @drewparcell #lover;lover;drewparcell;;17159;127
2.11057709430528E+018;6531734;rachparcell;https://instagram.com/p/B1KRq9ZJH-z/;2019-08-14 22:06:59;We dressed up in our fanciest outfits we have here and went to high tea!! Wearing the new @rachelparcell denim jacket- perfect wash and perfect distressing!! 💗 #girlsday #nordstrom #mountainlife;girlsday,nordstrom,mountainlife;rachelparcell;;15677;174
2.11037767216228E+018;6531734;rachparcell;https://instagram.com/p/B1JkU_DJgjw/;2019-08-14 15:30:48;Hiked to Bertha Falls yesterday and my little Bear fell asleep at the trail head. 😬😂 Fun family outing yesterday to celebrate my in-laws 40th Wedding anniversary! ❤️ #family #summer #momlife;family,summer,momlife;;;12502;90
2.10982701452264E+018;6531734;rachparcell;https://instagram.com/p/B1HnH3KJQP_/;2019-08-13 21:16:43;Of all the views I’ve ever seen in my life, this is at the top of my list and one of the most breathtaking. ✨💙🇨🇦 #Canada #waterton #hiking #summer;canada,waterton,hiking,summer;;;23864;281
2.10922907532464E+018;6531734;rachparcell;https://instagram.com/p/B1FfKs4pqoe/;2019-08-13 06:45:05;We’re in Canada hiking! Last trip of the summer. Some highlights from today! ❤️ #summer #hiking #family;summer,hiking,family;;;15718;140
2.10836218428467E+018;6531734;rachparcell;https://instagram.com/p/B1CaDxsJ40K/;2019-08-11 20:46:22;The dreamiest sunflowers in our neighborhood. Happy Sunday! Wearing @rachelparcell top and skirt! 🌻 #myrpdress #midiskirt #momstyle;myrpdress,midiskirt,momstyle;rachelparcell;;14272;123
2.10772019603607E+018;6531734;rachparcell;https://instagram.com/p/B1AIFnipYex/;2019-08-10 23:33:20;Bear was THRILLED to be at his sisters dance preformance...😂 Swipe to see one of her dances!! 👏🏼 #family #tinydancer #proudmama;family,tinydancer,proudmama;;;14505;122
2.10751086856599E+018;6531734;rachparcell;https://instagram.com/p/B0_YfgJJphU/;2019-08-10 16:34:56;After Isla Rose went to bed last night I stayed up practicing on my sister. 😂 Turned our much better than yesterday’s failed attempt. I’ll share how I did it ASAP! ❤️ #braid #dancehair;braid,dancehair;;;28066;272
2.10705076108433E+018;6531734;rachparcell;https://instagram.com/p/B09v4DqJd6a/;2019-08-10 01:20:47;Love spending time with this little love watching her develop her talents!! Who saw my dance hair execution today...🤦🏻‍♀️😵 #momfail #pinterstfail;momfail,pinterstfail;;;16414;107
2.10619103157523E+018;6531734;rachparcell;https://instagram.com/p/B06sZWKJ685/;2019-08-08 20:52:39;Dance mom’ing this weekend. Isla Rose is dancing all weekend at a convention with her cousins and cute little friends. Girls weekend!! 💗 #tinydancer #weekendgetaway #mountainlife;tinydancer,weekendgetaway,mountainlife;;;19611;168
2.1055189577686E+018;6531734;rachparcell;https://instagram.com/p/B04TlYppeJj/;2019-08-07 22:37:21;Prettiest Dahlias brightening my kitchen today. ✨ #flowerlover #dahlias #kitchendecor #frenchkitchen;flowerlover,dahlias,kitchendecor,frenchkitchen;;;18383;172
2.10483899174998E+018;6531734;rachparcell;https://instagram.com/p/B014-k8piaw/;2019-08-07 00:06:23;Potty training. My baby turns 3 in a month...if he can waterski, surely he can master this. Starting tomorrow. I need all your tips...GO!! 🙏🏼👇🏼 #helpamamaout #pottytraining #momlife;helpamamaout,pottytraining,momlife;;;20155;671
2.10392524688644E+018;6531734;rachparcell;https://instagram.com/p/B0ypN1upGq_/;2019-08-05 17:50:56;Monday grind- I love to think of Monday’s as a fresh start to set some new goals and grow. In the office buttoning up our @rachelparcell spring collection! 🌸✨ #myrpdress #blushpink #eyeletdress;myrpdress,blushpink,eyeletdress;rachelparcell;;7349;70
2.10330261790123E+018;6531734;rachparcell;https://instagram.com/p/B0wbpZTJujW/;2019-08-04 21:13:54;When life gives you lemons...I personally slice them and place in a cold Diet Coke. 😉🍋✨ Wearing a new @rachelparcell collection dress today!! #sundaybest #lemons #myrpdress;sundaybest,lemons,myrpdress;rachelparcell;;14543;224
2.10255067879186E+018;6531734;rachparcell;https://instagram.com/p/B0twrPbpTbG/;2019-08-03 20:19:55;She loves her pup. Sweetest duo. 💛 #girlandherpup #bestfriends #labsofinstagram;girlandherpup,bestfriends,labsofinstagram;;;17120;120
2.10112656732677E+018;6531734;rachparcell;https://instagram.com/p/B0os3sRpfXC/;2019-08-01 21:10:28;I was at Costco picking up a few things and saw that one of my favorite brands now has Collagen Water available. I have always loved @vitalproteins collagen and I picked up a box to try out all of the flavors of the water. Collagen is so amazing for your hair, skin, and nails and of course I want to drink water that is going to help me rebuild the collagen in my body and not only keep me hydrated, but looking young in the process!! #ad #uncapyourpotential;ad,uncapyourpotential;vitalproteins;;13656;236
2.10098154841863E+018;6531734;rachparcell;https://instagram.com/p/B0oL5Y5JIXt/;2019-08-01 16:22:20;The ultimate hat for summer or any sunny vacation! It doesn’t get in the way, it comfortable to wear and adjustable!! New from the @rachelparcell collection- Link in bio to shop! 💗✨ #Nordstrom #beachhat #swimwear #lakelife;nordstrom,beachhat,swimwear,lakelife;rachelparcell;;9053;86
2.10060328882859E+018;6531734;rachparcell;https://instagram.com/p/B0m14_MpS1q/;2019-08-01 03:50:48;Such a beautiful evening spent with some of our most loyal customers. I shared parts of my brand story, opened it up for a Q&A and shopped with sips and sweets. Thank you @nordstrom for hosting such a special event for this launch and thank you to all of our amazing customers who came!! 💗 #dreambig #myrpdress #nordstrom #rachelparcell #workingmom;dreambig,myrpdress,nordstrom,rachelparcell,workingmom;nordstrom;;11312;166
2.10034807237605E+018;6531734;rachparcell;https://instagram.com/p/B0l73GWpqcw/;2019-07-31 19:23:45;All New @rachelparcell Collection just launched on Nordstrom.com!! ✨**Comment below what your favorite piece from the collection is and I’ll randomly select a winner(s) to send a new RP dress of their choice to!! 💗 #myrpdress #nordstrom #rachelparcell #floraldress;myrpdress,nordstrom,rachelparcell,floraldress;rachelparcell;;16744;1605
2.09977077201247E+018;6531734;rachparcell;https://instagram.com/p/B0j4mRfjQYA/;2019-07-31 00:16:44;‘Barely There‘ makeup this whole week at Powell. Sunscreen, my fave brow marker I’ve been using for ovee a year and blush nude gloss did the trick!! ✨ You can shop my fave products I used on my trip (for my hair too) on my @liketkit profile. #Ad I picked all of these up at my local @walmart and I love that they carry some of my favorite products/brands and are so easily accessible!  #walmartbeauty #hereforeverybeauty http://liketk.it/2DNOM;ad,walmartbeauty,hereforeverybeauty;liketkit,walmart;;15953;244
2.09955344448795E+018;6531734;rachparcell;https://instagram.com/p/B0jHLvdpu42/;2019-07-30 17:04:57;The most beautiful sunset last night in one of the most beautiful places. ✨ Wearing a new @rachelparcell dress launching TOMORROW on Nordstrom!! We have some casual dresses coming that can also double as cover-ups!! 💗 #myrpdress #rachelparcell #sunset #beachwear;myrpdress,rachelparcell,sunset,beachwear;rachelparcell;;24737;350
2.09906508447665E+018;6531734;rachparcell;https://instagram.com/p/B0hYJKwp-XF/;2019-07-30 00:54:40;We hiked Face Canyon yesterday and my kids were in heaven making sand angles and climbing over the rocks. Swipe and go to my stories to see the magical slot canyons. So beautiful!! 🖤☀️ #lakepowell #mondayswim #rachelparcell;lakepowell,mondayswim,rachelparcell;;;23534;197
2.09761757052321E+018;6531734;rachparcell;https://instagram.com/p/B0cPBEVp2-H/;2019-07-28 00:58:45;Always getting my workout in, I make a goal to do it even on vacation! ☀️ So fun to push myself to do new workouts while in a different landscape and not in my gym! Of course I brought my @Biofreeze patches with me so that after my intense workout I can soothe any muscle pain and be ready to relax the next day or push myself to new limits again!! #Ad #Biofreeze #BiofreezeAmbassador #FeelNoLimits;ad,biofreeze,biofreezeambassador,feelnolimits;biofreeze;;11760;75
2.09741725418799E+018;6531734;rachparcell;https://instagram.com/p/B0bheFNpoc6/;2019-07-27 18:20:44;Who stole the cookie from the cookie jar?! If you know, you know. ☀️🍪 #lakepowell #mommyandme #summertime;lakepowell,mommyandme,summertime;;;18224;131
2.09687887771383E+018;6531734;rachparcell;https://instagram.com/p/B0ZnDrDJxHA/;2019-07-27 00:31:03;Hangin with my Bear. Such another fun day in Powell!! 🧡🧡🧡 #lakepowell #mommyandme #boatlife;lakepowell,mommyandme,boatlife;;;14865;86
